19	0.9992	N/A	0.9667	0.9273	0.9699	0.8654	0.9901	1.0000	0.9360	0.9165	0.6870	0.8133	
20	0.9990	N/A	0.9800	0.7875	0.8933	0.8982	0.9206	0.9304	0.7308	0.6310	0.7258	0.7099	
19	0	0.7160	0.8644	0.8703	0.8238	0.8451	0.8471	0.7325	0.8638	0.7273	0.8048	
20	0	0.8750	0.7925	0.8701	0.9192	0.8245	0.7931	0.7709	0.7448	0.7931	0.7812	
