7	0.9990	N/A	0.9341	0.9535	0.0000	0.8011	0.8355	0.9352	0.8469	0.8087	0.8341	0.7651	
8	0.9991	N/A	0.9565	0.8000	0.8906	0.8155	0.8211	0.7548	0.9147	0.8876	0.8863	0.8558	
7	0	0.8995	0.8497	0.0000	0.8468	0.8787	0.8864	0.8869	0.8148	0.7790	0.7458	
8	0	0.9041	0.7500	0.8529	0.7742	0.8675	0.8276	0.8482	0.8778	0.6919	0.7010	
