11	0.9991	N/A	0.0000	0.7742	0.7700	0.8160	0.7443	0.7826	0.8123	0.9142	0.7855	0.5847	
12	0.9993	N/A	0.9268	0.8529	0.8919	0.7566	0.9303	0.8892	0.8624	0.9385	0.5465	0.6644	
11	0	0.0000	0.5333	0.8542	0.8721	0.8373	0.8338	0.8646	0.7803	0.7370	0.6042	
12	0	0.8837	0.6824	0.8462	0.8394	0.9223	0.9073	0.8502	0.8494	0.5960	0.7279	
