17	0.9992	N/A	0.8416	0.9189	0.9371	0.7929	0.7049	0.9332	0.8730	0.9002	0.8685	0.7030	
18	0.9991	N/A	0.9767	0.8936	0.8818	0.8804	0.7634	0.7287	0.7595	0.6303	0.7333	0.7485	
17	0	0.8718	0.8344	0.9255	0.8428	0.7885	0.9172	0.8869	0.9145	0.8381	0.6115	
18	0	0.8077	0.8155	0.8186	0.8877	0.8144	0.8270	0.8314	0.7325	0.7097	0.7815	
