9	0.9989	N/A	0.8824	0.7937	0.0000	0.9417	0.8148	0.6248	0.8726	0.7552	0.8325	0.8688	
10	0.9992	N/A	0.9730	0.9138	0.7149	0.8550	0.7553	0.8260	0.8939	0.8919	0.7391	0.6909	
9	0	0.8759	0.7353	0.0000	0.9044	0.8716	0.7537	0.8550	0.7903	0.8304	0.8737	
10	0	0.7347	0.8217	0.7822	0.8201	0.8412	0.8843	0.8777	0.9065	0.7583	0.6994	
