3	0.9946	N/A	0.0000	0.0000	0.8916	0.9139	0.9483	0.8797	0.6567	0.6714	0.0000	0.0000	
4	0.9990	N/A	0.7500	0.8154	0.8727	0.9340	0.6827	0.8576	0.8911	0.8381	0.8288	0.8917	
3	0	0.0000	0.0000	0.8938	0.8565	0.7801	0.8706	0.6981	0.7211	0.0000	0.0000	
4	0	0.8438	0.8760	0.8597	0.7097	0.7326	0.8303	0.8422	0.7869	0.8019	0.8520	
