5	0.9988	N/A	0.8696	0.9873	0.0000	0.0000	0.9560	0.9214	0.7791	0.7464	0.6000	0.6215	
6	0.9990	N/A	0.8519	0.9512	0.9833	0.9111	0.9379	0.9644	0.8657	0.8208	0.9150	0.9109	
5	0	0.8939	0.8764	0.0000	0.0000	0.9027	0.8987	0.8492	0.7879	0.7108	0.6760	
6	0	0.7360	0.7879	0.6574	0.7455	0.8665	0.8310	0.8429	0.7840	0.6489	0.6216	
