epoch;categorical_accuracy;loss;val_categorical_accuracy;val_loss
0;0.979558182464;0.0527249760384;0.999338209569;0.00312175025859
1;0.9834838473;0.0411904007709;0.997794454332;0.0060029082166
2;0.984930945037;0.0368266888913;0.999496339667;0.00180062621289
3;0.986239348505;0.0333145180502;0.999250839465;0.00220255779902
4;0.986993879117;0.0315799017534;0.999234194461;0.00230701692841
5;0.988283323145;0.0284516690006;0.999200903128;0.00249076273982
6;0.989190885839;0.0261885444262;0.999234188194;0.00225124471841
7;0.989949111724;0.0245170117981;0.99957955872;0.0012096074961
8;0.990978720583;0.0221706817433;0.999592036883;0.00115714525538
9;0.991475726397;0.0210333944172;0.998489354088;0.00386945089024
10;0.99218541436;0.0192613713129;0.998784791109;0.00299946738608
11;0.991423483645;0.0210067006346;0.999113525732;0.00216447983776
12;0.993467461613;0.016299360588;0.999488019847;0.00139823834819
13;0.993972327298;0.0149614946665;0.999134323414;0.00202370192964
14;0.992491478083;0.0187585417764;0.999562917513;0.00124232669725
15;0.99281372332;0.0180343216359;0.999562923298;0.00112345057055
16;0.992986634667;0.0176487561939;0.999554591907;0.00118052474835
17;0.993098984627;0.0173170670901;0.99945889662;0.00138641404649
18;0.993246467706;0.0170430237204;0.999479692313;0.00135588412039
19;0.993355116085;0.0167244815325;0.999571233476;0.00109651377984
20;0.993489652266;0.016439607367;0.999533786571;0.00120083534335
21;0.993605238509;0.0161483455138;0.999579559081;0.001068055034
22;0.993726362386;0.0158681686126;0.999558744103;0.00120100588029
23;0.993835940534;0.0155708596475;0.999575397243;0.00112497210659
24;0.994010231057;0.0152967516561;0.999583713206;0.00109734842562
25;0.994111949849;0.0149866673518;0.99960035827;0.00110874897323
26;0.994236779332;0.0147291805558;0.999525457108;0.00129868600729
