epoch;categorical_accuracy;loss;val_categorical_accuracy;val_loss
0;0.980931963962;0.0491337981723;0.997525949206;0.00690335644249
1;0.985106244165;0.0367763240457;0.998965107577;0.00293428534056
2;0.986432170925;0.032816743492;0.998729959215;0.00348991975907
3;0.987995889652;0.0291399944215;0.9987111563;0.00332943666913
4;0.989175478925;0.0262925606284;0.998127945764;0.00450121634686
5;0.990098451051;0.0240775993861;0.99949657195;0.00146073895285
6;0.991321940379;0.0212498542848;0.999308448519;0.00170808013221
7;0.992099613913;0.019520150679;0.999637674332;0.000900743436137
8;0.99302311426;0.0174842227647;0.999350782939;0.00183205225211
9;0.993044539745;0.0177188848903;0.998871050971;0.0031875465
10;0.994427430727;0.0142185893891;0.999247308731;0.00215674109484
11;0.994849195797;0.0132602047455;0.998687624931;0.0035715403171
12;0.995624788088;0.0114099267595;0.998076211929;0.00606652690352
13;0.995701092359;0.0112108746428;0.999327264786;0.00205019413401
14;0.993701493207;0.0161648636993;0.999463660921;0.00146232435944
15;0.994109671007;0.0152378673309;0.999454248428;0.0015061136252
16;0.994328650221;0.0147990175439;0.999416620255;0.00153988138007
17;0.994456698379;0.0144286110166;0.99953890637;0.00127334164359
18;0.99460356336;0.0141167923154;0.999529500416;0.0012560478493
19;0.994744673867;0.0137956348524;0.999421324321;0.00156155075481
20;0.994876373698;0.0134890995127;0.999524800709;0.00127430605925
21;0.995030022785;0.0131858633285;0.999444842475;0.00150492452084
22;0.995183681697;0.0128715145564;0.999491872243;0.00140202623627
23;0.995286638342;0.0125724585021;0.999515397617;0.0013705934795
