epoch;categorical_accuracy;loss;val_categorical_accuracy;val_loss
0;0.97842991194;0.0550166034897;0.996481487253;0.00991741327548
1;0.982613528764;0.0431279493026;0.997779371974;0.00596641662357
2;0.984594954804;0.0379654570957;0.9983989168;0.00448109404399
3;0.985821520621;0.0346079653831;0.998986827148;0.0030959316775
4;0.986982216043;0.0316855191213;0.998236131406;0.00488512699062
5;0.988193199656;0.0287732799653;0.998909950518;0.00299194555034
6;0.989270911136;0.0261598816047;0.998833069959;0.00299954906792
7;0.990103207502;0.0241469162733;0.997630138581;0.00590895493157
8;0.991121076662;0.0218488477695;0.998670262557;0.00332567705754
9;0.990123325639;0.0249566549958;0.999032033931;0.00232209324322
10;0.992602616261;0.0184707974399;0.999136055957;0.00240565772513
11;0.99346760175;0.0163890783117;0.999068217225;0.00245702237548
12;0.993884504089;0.0154646311228;0.998824031012;0.00316361136745
13;0.994438700858;0.0140907895701;0.998805935304;0.00348984284223
14;0.994785197721;0.0132201099503;0.997783899962;0.00615262247233
15;0.995187012393;0.0123768367072;0.998597894396;0.00396706178186
16;0.992998898889;0.0178191803091;0.999280769222;0.00196208052617
17;0.993423347046;0.0168495719237;0.99923554672;0.00201164187318
18;0.993637582098;0.0163163535345;0.99922650201;0.00211681565756
19;0.993832210413;0.0158682978667;0.99919935478;0.00213148334031
20;0.994000177009;0.0154481050907;0.999194833735;0.00216304621655
21;0.994201335059;0.0150672583626;0.999167707464;0.00220828949727
