epoch;categorical_accuracy;loss;val_categorical_accuracy;val_loss
0;0.979147630223;0.053989417446;0.998020636457;0.00544045629396
1;0.983839468166;0.040031344378;0.99829164824;0.00506160200527
2;0.985562969066;0.0352242764763;0.998954944119;0.00326253386679
3;0.986794326161;0.0318988239192;0.999211706776;0.00223546856054
4;0.988060973502;0.0288254359662;0.999414976073;0.00149217686064
5;0.988982207234;0.0265265801562;0.998794469201;0.00329747229679
6;0.989916129489;0.0242642401212;0.999682432961;0.00107760328507
7;0.990769156443;0.0222970483186;0.99930798274;0.00180631871596
8;0.991494489759;0.0205831023541;0.999582573901;0.00116346603663
9;0.992389550016;0.0184996589349;0.999875002449;0.000352405835073
10;0.992910247289;0.0171818292245;0.999832201149;0.000584342489305
11;0.993315149757;0.0164121627901;0.999757315402;0.000760998021107
12;0.994187999659;0.0143286302892;0.999521956183;0.00130743840103
13;0.994640492544;0.0132382779885;0.999814377191;0.000506057165571
14;0.995280158914;0.0118049725752;0.999479163148;0.00162157463794
15;0.995513740809;0.0112674865813;0.999603985397;0.00111355673421
16;0.993846155855;0.0151665271957;0.999771590766;0.00062839246997
17;0.994147952609;0.014480513345;0.999771584155;0.000639345035229
18;0.994312924009;0.0141251848998;0.999764457216;0.000661229136738
19;0.994438240773;0.0138114942441;0.999764458869;0.000683772847209
20;0.994575846272;0.0135281686091;0.999746626647;0.000753782501746
21;0.99469283749;0.0132604408957;0.999792979846;0.000592583054475
22;0.994822516358;0.0129506681346;0.999782277868;0.000632735615589
23;0.994971229413;0.012670821498;0.999768023991;0.000636511518845
24;0.995090597872;0.0123915676454;0.999739489791;0.000827933120527
25;0.995218692516;0.0121026956853;0.999743054913;0.000817496522176
26;0.995323781283;0.0118307232103;0.99976801738;0.000692497125963
