epoch;categorical_accuracy;loss;val_categorical_accuracy;val_loss
0;0.979797045228;0.0503693804884;0.997526008867;0.00659523186889
1;0.984128971113;0.038844586202;0.996493704171;0.00861908689978
2;0.985941179804;0.0341519142955;0.997949163321;0.00495426528771
3;0.987155003285;0.0311524680162;0.998009611725;0.00457487622379
4;0.988485199701;0.02790465697;0.998702443185;0.00302700812785
5;0.989430092628;0.0257184653276;0.998586196751;0.00317689299657
6;0.990530659397;0.0231862719978;0.999037256685;0.00242914806069
7;0.991427967233;0.0211666520764;0.9986280512;0.00336711581857
8;0.992239946252;0.0191850236981;0.999079101975;0.00241210782596
9;0.992931941391;0.0177074314735;0.996944740869;0.00882969244441
10;0.993465158086;0.0164806079654;0.998837292733;0.00300190658243
11;0.994149388688;0.0152167470644;0.998544341764;0.00395553896498
12;0.994993427987;0.0129604607865;0.999427862289;0.00149888509823
13;0.995214265743;0.0124836990429;0.999209303842;0.00213418408892
14;0.996206740496;0.0101983970612;0.999069807691;0.00257275196961
15;0.996610141998;0.00916826546818;0.999195344098;0.0023819205901
16;0.996827358177;0.00851477958581;0.999353457912;0.00208592131145
17;0.997000617187;0.00810755093896;0.999027941389;0.00324338746736
18;0.99686770154;0.00843893697935;0.998990758866;0.00335743146564
19;0.996407925566;0.0101387572268;0.999097703271;0.00269066021978
20;0.996749266108;0.0093470372713;0.999167458553;0.0024383817364
21;0.996891495914;0.00901439174219;0.999144190516;0.00244367222649
22;0.997011992797;0.00875044056559;0.99920464808;0.00232127095694
23;0.997085948476;0.00850929434983;0.999172091686;0.00238534923811
24;0.997194047555;0.00828263201231;0.999199999322;0.00236327055852
25;0.997279376537;0.00804789669543;0.999162800635;0.00245938118058
26;0.99735644105;0.00782554061506;0.99916279848;0.00254116309162
27;0.997459880009;0.00758575821635;0.999172108928;0.00248346768522
