epoch;categorical_accuracy;loss;val_categorical_accuracy;val_loss
0;0.978784553491;0.0549543115547;0.998182198334;0.00615471696517
1;0.98402672475;0.0395480127667;0.998284729259;0.00544855825388
2;0.985876661118;0.0344374507587;0.998834676273;0.00327915463666
3;0.987274983053;0.0307914945453;0.997972474363;0.00619305827099
4;0.988374489487;0.0281100218092;0.99940792742;0.00184726912872
5;0.98959879669;0.0253057860592;0.998517756419;0.00444433738985
6;0.990518068925;0.0229598172178;0.998601656538;0.00481705311665
7;0.99152797381;0.0208133324801;0.998322020098;0.00560778944246
8;0.992524924775;0.0186065950291;0.99889060298;0.0029601044937
9;0.993279512496;0.0168947437638;0.997786065325;0.00831583919086
10;0.993948113534;0.0152259146773;0.998536412875;0.00465006966356
11;0.989994991195;0.0243452818189;0.99876943342;0.00385262774639
12;0.990355451612;0.0236076536635;0.998741473374;0.00394288836483
13;0.990525840393;0.023174415813;0.998816041417;0.00388668211771
14;0.990676545104;0.022815116966;0.998727482551;0.00407622161713
15;0.990882157469;0.0224598531564;0.998671558138;0.00434730777761
16;0.9910416673;0.0220686079924;0.998666898851;0.00436245410709
